category,main_category,state,backers,country,usd_pledged_real,usd_goal_real,project_time
2017,4.0,0.0,1.0,18.0,0.0,1616.03,1500.0,20.0
2018,9.0,8.0,1.0,16.0,0.0,1607.0,1500.0,20.0
2019,66.0,2.0,1.0,67.0,0.0,1640.05,1500.0,20.0
2020,2.0,1.0,1.0,138.0,0.0,10405.99,10000.0,20.0
2021,16.0,2.0,0.0,1.0,0.0,23.0,400.0,20.0
2022,26.0,12.0,1.0,41.0,0.0,1794.0,400.0,20.0
2023,12.0,9.0,1.0,215.0,0.0,12130.03,10000.0,20.0
2024,69.0,7.0,0.0,6.0,0.0,253.0,25000.0,20.0
2025,21.0,2.0,1.0,47.0,1.0,33074.3,32616.85,20.0
2026,61.0,11.0,1.0,2272.0,0.0,101591.11,25000.0,20.0
2027,49.0,1.0,0.0,53.0,0.0,4125.0,11000.0,20.0
2028,6.0,7.0,0.0,2.0,1.0,65.12,44691.88,20.0
2029,50.0,14.0,0.0,6.0,0.0,139.0,600.0,20.0
2030,21.0,2.0,3.0,0.0,4.0,34.77,3766.64,20.0
2031,74.0,8.0,1.0,224.0,8.0,39147.13,27504.87,20.0
2032,16.0,2.0,0.0,4.0,0.0,130.0,1000.0,20.0
2033,46.0,0.0,1.0,23.0,0.0,1971.0,1500.0,20.0
2034,65.0,8.0,1.0,81.0,0.0,2152.0,450.0,20.0
2035,15.0,4.0,0.0,80.0,0.0,2949.0,200000.0,20.0
2036,2.0,1.0,1.0,11.0,0.0,1136.0,1000.0,20.0
2037,4.0,0.0,1.0,66.0,0.0,5875.4,5250.0,20.0
2038,30.0,3.0,0.0,14.0,0.0,342.0,1500.0,20.0
2039,30.0,3.0,0.0,2.0,2.0,183.86,22982.17,20.0
2040,4.0,0.0,2.0,4.0,0.0,155.0,3800.0,20.0
2041,40.0,1.0,1.0,51.0,17.0,5487.06,5076.43,20.0
2042,49.0,1.0,0.0,20.0,0.0,772.0,2000.0,20.0
2043,35.0,4.0,0.0,151.0,1.0,14228.31,32068.24,20.0
2044,47.0,5.0,0.0,3.0,0.0,7.0,1500.0,20.0
2045,63.0,9.0,1.0,108.0,0.0,7140.0,6000.0,20.0
2046,37.0,6.0,1.0,15.0,0.0,1710.0,1500.0,20.0
2047,2.0,1.0,3.0,0.0,4.0,8270.0,7500.0,20.0
2048,15.0,4.0,0.0,80.0,0.0,10001.0,15000.0,20.0
2049,19.0,10.0,1.0,31.0,0.0,6830.0,6000.0,20.0
2050,29.0,5.0,0.0,2.0,8.0,80.33,5285.02,20.0
2051,20.0,0.0,0.0,2.0,0.0,30.0,600.0,20.0
2052,8.0,2.0,2.0,1.0,0.0,50.0,1500.0,20.0
2053,2.0,1.0,1.0,58.0,0.0,2025.0,1500.0,20.0
2054,44.0,3.0,2.0,7.0,0.0,187.0,1000.0,20.0
2055,38.0,0.0,0.0,8.0,3.0,2486.99,19706.76,20.0
2056,9.0,8.0,1.0,67.0,0.0,5500.0,5000.0,20.0
2057,10.0,6.0,0.0,0.0,2.0,0.0,179134.42,21.0
2058,0.0,5.0,0.0,4.0,0.0,325.0,2000.0,21.0
2059,3.0,3.0,2.0,3.0,0.0,180.0,125000.0,21.0
2060,4.0,0.0,1.0,122.0,0.0,15075.0,15000.0,21.0
2061,7.0,0.0,0.0,0.0,3.0,0.0,977.2,21.0
2062,8.0,2.0,0.0,1.0,0.0,20.0,22000.0,21.0
2063,40.0,1.0,0.0,6.0,0.0,600.0,6500.0,21.0
2064,12.0,9.0,1.0,124.0,0.0,7856.97,6000.0,21.0
2065,19.0,10.0,0.0,0.0,1.0,0.0,12271.82,21.0
2066,61.0,11.0,1.0,1325.0,0.0,184827.0,70000.0,21.0
2067,1.0,0.0,0.0,3.0,0.0,101.0,111000.0,21.0
2068,47.0,5.0,0.0,4.0,0.0,81.0,3200.0,21.0
2069,26.0,12.0,0.0,3.0,0.0,51.0,1000.0,21.0
2070,7.0,0.0,1.0,8.0,0.0,3600.0,3500.0,21.0
2071,5.0,3.0,0.0,2.0,11.0,26.64,5919.4,21.0
2072,9.0,8.0,0.0,15.0,0.0,280.0,2500.0,21.0
2073,19.0,10.0,0.0,6.0,0.0,86.0,200.0,21.0
2074,17.0,1.0,0.0,18.0,0.0,700.0,3500.0,21.0
2075,2.0,1.0,1.0,694.0,0.0,61315.0,57000.0,21.0
2076,6.0,7.0,1.0,284.0,0.0,21872.5,17000.0,21.0
2077,10.0,6.0,2.0,1.0,1.0,23.53,784.29,21.0
2078,23.0,0.0,1.0,96.0,0.0,10081.93,10000.0,21.0
2079,13.0,1.0,1.0,74.0,0.0,5644.84,5500.0,21.0
2080,33.0,1.0,1.0,454.0,0.0,16817.06,15000.0,21.0
2081,39.0,4.0,0.0,1.0,7.0,1260.66,57095.22,21.0
2082,4.0,0.0,1.0,21.0,1.0,697.49,659.57,21.0
2083,26.0,12.0,1.0,41.0,0.0,1026.0,415.0,21.0
2084,1.0,0.0,0.0,1.0,0.0,100.0,30000.0,21.0
2085,47.0,5.0,1.0,2.0,0.0,2.0,2.0,21.0
2086,89.0,0.0,1.0,8.0,1.0,154.42,60.56,21.0
2087,16.0,2.0,1.0,181.0,0.0,4434.42,2000.0,21.0
2088,15.0,4.0,2.0,0.0,0.0,0.0,800.0,21.0
2089,68.0,6.0,1.0,220.0,0.0,15010.0,10000.0,21.0
2090,2.0,1.0,1.0,59.0,0.0,2157.0,2000.0,21.0
2091,15.0,4.0,1.0,286.0,0.0,69988.0,30000.0,21.0
2092,2.0,1.0,1.0,32.0,1.0,754.56,81.37,21.0
2093,7.0,0.0,3.0,0.0,4.0,4545.0,4400.0,21.0
2094,61.0,11.0,1.0,192.0,0.0,7400.0,7000.0,21.0
2095,6.0,7.0,1.0,330.0,16.0,28121.59,25661.39,21.0
2096,46.0,0.0,1.0,53.0,0.0,2303.0,1250.0,21.0
2097,37.0,6.0,0.0,0.0,0.0,0.0,150.0,21.0
2098,26.0,12.0,2.0,49.0,0.0,1986.0,6000.0,21.0
2099,15.0,4.0,2.0,7.0,1.0,2050.42,15640.15,21.0
2100,1.0,0.0,1.0,74.0,0.0,6963.0,6000.0,21.0
2101,48.0,6.0,1.0,12.0,0.0,2000.0,2000.0,21.0
2102,3.0,3.0,2.0,507.0,2.0,22319.8,13842.75,21.0
2103,56.0,10.0,0.0,12.0,1.0,414.08,7307.38,21.0
2104,49.0,1.0,1.0,119.0,0.0,8016.0,8000.0,21.0
2105,58.0,12.0,2.0,0.0,11.0,0.0,13844.98,21.0
2106,64.0,0.0,1.0,135.0,1.0,11529.16,11438.47,21.0
2107,11.0,2.0,0.0,11.0,0.0,558.0,6000.0,21.0
2108,4.0,0.0,1.0,23.0,0.0,1525.0,1500.0,21.0
2109,77.0,14.0,1.0,59.0,0.0,5073.0,5000.0,21.0
2110,43.0,2.0,1.0,136.0,0.0,17563.0,16000.0,21.0
2111,0.0,5.0,1.0,24.0,0.0,1206.0,1200.0,21.0
2112,50.0,14.0,1.0,72.0,0.0,4506.0,4000.0,21.0
2113,32.0,6.0,0.0,38.0,0.0,1883.01,5000.0,21.0
2114,36.0,8.0,0.0,2.0,0.0,35.0,1280.0,21.0
2115,43.0,2.0,1.0,5.0,0.0,401.0,400.0,21.0
2116,32.0,6.0,0.0,16.0,8.0,488.07,949.21,21.0
2117,37.0,6.0,1.0,40.0,0.0,1588.45,1200.0,21.0
2118,5.0,3.0,1.0,107.0,1.0,4848.23,3913.65,21.0
2119,23.0,0.0,1.0,59.0,0.0,3827.0,3500.0,21.0
2120,32.0,6.0,1.0,66.0,0.0,4570.06,3900.0,21.0
2121,16.0,2.0,2.0,19.0,0.0,401.0,5000.0,21.0
2122,0.0,5.0,2.0,18.0,0.0,660.0,200.0,21.0
2123,43.0,2.0,1.0,54.0,0.0,2800.0,800.0,21.0
2124,24.0,4.0,0.0,4.0,0.0,184.0,500.0,21.0
2125,102.0,11.0,1.0,328.0,0.0,10930.0,7500.0,21.0
2126,36.0,8.0,0.0,41.0,0.0,944.0,1300.0,21.0
2127,60.0,7.0,1.0,139.0,0.0,26315.0,25000.0,21.0
2128,50.0,14.0,1.0,97.0,0.0,2845.0,2223.0,21.0
2129,142.0,12.0,1.0,30.0,0.0,1761.0,800.0,21.0
2130,12.0,9.0,1.0,18.0,0.0,1037.0,900.0,21.0
2131,4.0,0.0,1.0,15.0,0.0,1315.0,1300.0,21.0
2132,3.0,3.0,1.0,863.0,0.0,22269.0,5000.0,21.0
2133,7.0,0.0,0.0,1.0,0.0,25.0,10000.0,21.0
2134,19.0,10.0,1.0,60.0,0.0,1900.0,800.0,21.0
2135,61.0,11.0,1.0,118.0,0.0,4115.01,2000.0,21.0
2136,27.0,1.0,2.0,0.0,0.0,0.0,25000.0,21.0
2137,0.0,5.0,0.0,21.0,0.0,11931.0,24000.0,21.0
2138,68.0,6.0,2.0,0.0,0.0,0.0,800.0,21.0
2139,10.0,6.0,1.0,371.0,0.0,23966.5,6000.0,21.0
2140,112.0,2.0,0.0,138.0,3.0,8498.31,17269.8,21.0
2141,47.0,5.0,1.0,64.0,0.0,1830.0,1200.0,21.0
2142,4.0,0.0,0.0,1.0,1.0,19.01,4751.5,21.0
2143,1.0,0.0,1.0,46.0,0.0,4100.0,4000.0,21.0
2144,24.0,4.0,1.0,155.0,0.0,10605.0,10000.0,21.0
2145,10.0,6.0,1.0,73.0,1.0,3410.15,2710.15,21.0
2146,31.0,6.0,1.0,31.0,0.0,592.0,250.0,21.0
2147,1.0,0.0,0.0,0.0,0.0,0.0,140000.0,21.0
2148,88.0,2.0,1.0,49.0,0.0,4122.12,4067.0,21.0
2149,23.0,0.0,1.0,28.0,0.0,10001.0,10000.0,21.0
2150,86.0,7.0,1.0,157.0,0.0,19195.0,18000.0,21.0
2151,47.0,5.0,1.0,99.0,0.0,4887.0,4000.0,21.0
2152,9.0,8.0,0.0,0.0,1.0,0.0,10832.22,21.0
2153,29.0,5.0,1.0,878.0,0.0,50140.01,45000.0,21.0
2154,3.0,3.0,0.0,6.0,0.0,354.0,10000.0,21.0
2155,121.0,5.0,1.0,546.0,0.0,73017.0,65000.0,21.0
2156,94.0,0.0,0.0,20.0,0.0,537.0,6500.0,21.0
2157,12.0,9.0,1.0,71.0,0.0,4010.0,3348.0,21.0
2158,3.0,3.0,1.0,1927.0,0.0,153859.43,20000.0,21.0
2159,0.0,5.0,2.0,86.0,0.0,20670.0,40000.0,21.0
2160,40.0,1.0,1.0,43.0,0.0,1210.0,1000.0,21.0
2161,9.0,8.0,0.0,7.0,2.0,297.77,744.44,21.0
2162,7.0,0.0,0.0,1.0,0.0,25.0,3000.0,21.0
2163,0.0,5.0,1.0,24.0,0.0,1849.0,1800.0,21.0
2164,9.0,8.0,2.0,2.0,0.0,85.0,1000.0,21.0
2165,50.0,14.0,0.0,0.0,0.0,0.0,600.0,21.0
2166,34.0,6.0,1.0,25.0,3.0,5643.7,5439.71,21.0
2167,38.0,0.0,1.0,23.0,0.0,860.0,750.0,21.0
2168,2.0,1.0,0.0,5.0,0.0,190.0,5000.0,21.0
2169,80.0,0.0,0.0,22.0,0.0,671.0,1500.0,21.0
2170,17.0,1.0,0.0,1.0,0.0,1.0,10000.0,21.0
2171,21.0,2.0,1.0,205.0,0.0,19556.0,15000.0,21.0
2172,8.0,2.0,1.0,54.0,0.0,3446.0,3300.0,21.0
2173,45.0,7.0,0.0,0.0,0.0,0.0,2080.0,21.0
2174,2.0,1.0,0.0,2.0,0.0,14.0,65000.0,21.0
2175,45.0,7.0,1.0,20.0,0.0,795.0,700.0,21.0
2176,64.0,0.0,1.0,23.0,13.0,1309.13,595.06,21.0
2177,4.0,0.0,1.0,88.0,0.0,5252.0,5000.0,21.0
2178,117.0,12.0,1.0,40.0,0.0,1396.0,1100.0,21.0
2179,5.0,3.0,1.0,112.0,0.0,3094.0,500.0,21.0
2180,40.0,1.0,1.0,57.0,2.0,5931.66,5496.52,21.0
2181,21.0,2.0,3.0,0.0,4.0,0.0,7500.0,21.0
2182,23.0,0.0,0.0,1.0,2.0,19.11,57339.45,21.0
2183,2.0,1.0,0.0,6.0,0.0,117.0,20000.0,21.0
2184,80.0,9.0,1.0,25.0,0.0,1726.0,1500.0,21.0
2185,10.0,6.0,1.0,9.0,0.0,381.0,300.0,21.0
2186,49.0,1.0,1.0,100.0,0.0,3666.11,2700.0,21.0
2187,60.0,7.0,0.0,6.0,2.0,105.35,3664.35,21.0
2188,3.0,3.0,0.0,28.0,0.0,1033.0,5000.0,21.0
2189,24.0,4.0,0.0,0.0,0.0,0.0,36000.0,21.0
2190,13.0,1.0,1.0,31.0,0.0,1540.0,500.0,21.0
2191,12.0,9.0,1.0,44.0,0.0,2061.0,1650.0,21.0
2192,19.0,10.0,1.0,28.0,0.0,3725.0,3300.0,22.0
2193,44.0,3.0,1.0,215.0,13.0,5556.9,5311.08,22.0
2194,11.0,2.0,2.0,9.0,0.0,735.0,32000.0,22.0
2195,10.0,6.0,1.0,149.0,0.0,6580.75,925.0,22.0
2196,29.0,5.0,2.0,11.0,0.0,480.0,12000.0,22.0
2197,91.0,10.0,0.0,3.0,0.0,85.0,2500.0,22.0
2198,21.0,2.0,0.0,38.0,0.0,1155.0,3000.0,22.0
2199,48.0,6.0,0.0,1.0,0.0,20.0,2000.0,22.0
2200,85.0,8.0,1.0,76.0,3.0,2227.34,390.62,22.0
2201,50.0,14.0,1.0,74.0,0.0,2490.0,2000.0,22.0
2202,13.0,1.0,0.0,5.0,0.0,610.0,3500.0,22.0
2203,36.0,8.0,4.0,1.0,0.0,10.0,100000.0,22.0
2204,66.0,2.0,1.0,165.0,0.0,5259.01,4000.0,22.0
2205,78.0,4.0,0.0,10.0,1.0,190.7,829.12,22.0
2206,11.0,2.0,1.0,73.0,0.0,2562.0,2000.0,22.0
2207,0.0,5.0,0.0,8.0,0.0,183.0,220500.0,22.0
2208,80.0,9.0,1.0,16.0,0.0,1185.0,950.0,22.0
2209,57.0,1.0,1.0,51.0,0.0,4508.0,4000.0,22.0
2210,6.0,7.0,1.0,366.0,0.0,15375.55,8500.0,22.0
2211,49.0,1.0,1.0,52.0,0.0,15555.0,10000.0,22.0
2212,50.0,14.0,1.0,15.0,0.0,475.0,400.0,22.0
2213,4.0,0.0,1.0,60.0,0.0,3455.0,3000.0,22.0
2214,1.0,0.0,1.0,83.0,0.0,5413.0,5000.0,22.0
2215,56.0,10.0,1.0,118.0,17.0,12774.6,10270.81,22.0
2216,80.0,0.0,1.0,7.0,0.0,355.0,300.0,22.0
2217,30.0,3.0,1.0,597.0,0.0,24089.57,5000.0,22.0
2218,73.0,3.0,1.0,4.0,1.0,2811.61,2703.47,22.0
2219,7.0,0.0,1.0,7.0,12.0,330.69,308.64,22.0
2220,75.0,0.0,0.0,3.0,0.0,60.0,50000.0,22.0
2221,47.0,5.0,1.0,19.0,0.0,358.0,150.0,22.0
2222,77.0,14.0,0.0,2.0,2.0,70.48,3289.16,22.0
2223,6.0,7.0,1.0,162.0,0.0,6475.0,5000.0,22.0
2224,91.0,10.0,1.0,19.0,0.0,601.0,150.0,22.0
2225,22.0,11.0,1.0,30.0,0.0,950.01,175.0,22.0
2226,26.0,12.0,0.0,17.0,0.0,397.0,700.0,22.0
2227,64.0,0.0,1.0,316.0,0.0,31066.11,30000.0,22.0
2228,3.0,3.0,0.0,10.0,0.0,470.0,3000.0,22.0
2229,30.0,3.0,1.0,378.0,0.0,9208.0,3300.0,22.0
2230,43.0,2.0,1.0,135.0,0.0,4603.0,3600.0,22.0
2231,32.0,6.0,1.0,18.0,0.0,623.0,600.0,22.0
2232,7.0,0.0,0.0,1.0,1.0,85.67,6230.43,22.0
2233,4.0,0.0,1.0,60.0,0.0,5647.32,3500.0,22.0
2234,6.0,7.0,1.0,23.0,0.0,765.75,500.0,22.0
2235,56.0,10.0,0.0,7.0,1.0,2433.43,7854.84,22.0
2236,19.0,10.0,1.0,21.0,1.0,960.76,739.04,22.0
2237,84.0,2.0,2.0,13.0,9.0,637.39,22403.94,22.0
2238,2.0,1.0,0.0,10.0,0.0,218.0,1000.0,22.0
2239,50.0,14.0,2.0,26.0,0.0,960.0,2500.0,22.0
2240,3.0,3.0,1.0,582.0,0.0,25469.67,1000.0,22.0
2241,87.0,0.0,1.0,114.0,0.0,6572.0,5000.0,22.0
2242,52.0,1.0,1.0,3.0,2.0,22.29,22.29,22.0
2243,62.0,2.0,0.0,3.0,1.0,67.74,1593.94,22.0
2244,0.0,5.0,1.0,338.0,0.0,16397.0,7500.0,22.0
2245,14.0,8.0,1.0,662.0,0.0,55411.0,10000.0,22.0
2246,35.0,4.0,0.0,41.0,20.0,1438.81,3514.44,22.0
2247,19.0,10.0,0.0,1.0,0.0,25.0,15000.0,22.0
2248,11.0,2.0,0.0,2.0,0.0,100.0,3000.0,22.0
2249,19.0,10.0,0.0,0.0,0.0,0.0,500.0,22.0
2250,58.0,12.0,0.0,4.0,0.0,100.0,4800.0,22.0
2251,27.0,1.0,0.0,5.0,0.0,65.0,2800.0,22.0
2252,3.0,3.0,1.0,44.0,0.0,5916.0,2400.0,22.0
2253,17.0,1.0,1.0,30.0,0.0,790.0,515.0,22.0
2254,4.0,0.0,1.0,85.0,2.0,3974.83,2260.57,22.0
2255,31.0,6.0,1.0,58.0,0.0,2659.0,2500.0,22.0
2256,0.0,5.0,2.0,19.0,0.0,1332.0,10000.0,22.0
2257,10.0,6.0,1.0,21.0,0.0,412.0,325.0,22.0
2258,89.0,0.0,0.0,0.0,0.0,0.0,2000.0,22.0
2259,87.0,0.0,0.0,0.0,1.0,0.0,775.88,22.0
2260,23.0,0.0,0.0,1.0,0.0,15.0,500.0,22.0
2261,42.0,7.0,0.0,5.0,0.0,86.0,10000.0,22.0
2262,1.0,0.0,1.0,64.0,0.0,3215.0,2500.0,22.0
2263,36.0,8.0,0.0,36.0,7.0,7656.72,29135.15,22.0
2264,4.0,0.0,1.0,31.0,0.0,1117.0,500.0,22.0
2265,18.0,4.0,2.0,21.0,1.0,2398.42,115828.33,22.0
2266,55.0,7.0,0.0,0.0,0.0,0.0,9800.0,22.0
2267,60.0,7.0,1.0,153.0,0.0,17308.0,15000.0,22.0
2268,5.0,3.0,0.0,7.0,0.0,49.0,500.0,22.0
2269,0.0,5.0,0.0,4.0,0.0,326.0,40000.0,22.0
2270,17.0,1.0,1.0,52.0,0.0,1655.0,1500.0,22.0
2271,1.0,0.0,1.0,66.0,0.0,11001.0,5500.0,22.0
2272,2.0,1.0,1.0,162.0,0.0,17292.0,15000.0,22.0
2273,2.0,1.0,1.0,19.0,0.0,1160.0,1100.0,22.0
2274,3.0,3.0,1.0,1631.0,0.0,165519.0,38000.0,22.0
2275,40.0,1.0,1.0,101.0,0.0,9573.0,7500.0,22.0
2276,7.0,0.0,0.0,2.0,0.0,150.0,2500.0,22.0
2277,27.0,1.0,0.0,0.0,0.0,0.0,1400.0,22.0
2278,17.0,1.0,1.0,53.0,0.0,3536.0,3500.0,22.0
2279,8.0,2.0,0.0,20.0,0.0,1301.0,12555.0,22.0
2280,64.0,0.0,1.0,15.0,1.0,432.28,428.0,22.0
2281,0.0,5.0,2.0,18.0,15.0,13515.57,3223.52,22.0
2282,12.0,9.0,1.0,42.0,0.0,3033.0,2250.0,22.0
2283,24.0,13.0,0.0,1.0,0.0,1.0,8420.0,22.0
2284,8.0,2.0,0.0,14.0,0.0,1159.0,15000.0,22.0
2285,27.0,1.0,0.0,1.0,0.0,1.0,1000.0,23.0
2286,11.0,2.0,0.0,0.0,0.0,0.0,2500.0,23.0
2287,10.0,6.0,1.0,31.0,0.0,917.0,880.0,23.0
2288,48.0,6.0,1.0,177.0,0.0,18729.35,12480.0,23.0
2289,2.0,1.0,0.0,1.0,0.0,1.0,1000.0,23.0
2290,86.0,7.0,2.0,63.0,0.0,5318.0,38500.0,23.0
2291,4.0,0.0,1.0,44.0,0.0,2025.0,2000.0,23.0
2292,7.0,0.0,0.0,0.0,0.0,0.0,5000.0,23.0
2293,3.0,3.0,1.0,26.0,0.0,1155.0,1000.0,23.0
2294,3.0,3.0,1.0,35.0,0.0,2575.0,2500.0,23.0
2295,41.0,11.0,0.0,3.0,16.0,128.68,2063.71,23.0
2296,16.0,2.0,0.0,2.0,0.0,4.0,6500.0,23.0
2297,155.0,2.0,2.0,15.0,2.0,740.36,7603.65,23.0
2298,11.0,2.0,0.0,0.0,9.0,0.0,1126.8,23.0
2299,53.0,6.0,2.0,102.0,0.0,4340.0,3000.0,23.0
2300,2.0,1.0,1.0,23.0,0.0,1089.0,1000.0,23.0
2301,7.0,0.0,2.0,7.0,0.0,475.0,75000.0,23.0
2302,0.0,5.0,0.0,32.0,8.0,4611.04,11314.78,23.0
2303,13.0,1.0,1.0,61.0,0.0,7321.0,7000.0,23.0
2304,27.0,1.0,1.0,73.0,0.0,2520.5,2500.0,23.0
2305,41.0,11.0,0.0,14.0,0.0,302.0,1500.0,23.0
2306,26.0,12.0,5.0,60.0,13.0,3119.1,8442.45,23.0
2307,77.0,14.0,1.0,64.0,0.0,3858.13,3000.0,23.0
2308,4.0,0.0,1.0,42.0,9.0,2258.23,1635.61,23.0
2309,3.0,3.0,0.0,7.0,2.0,211.74,1114.41,23.0
2310,16.0,2.0,0.0,5.0,0.0,131.0,13800.0,23.0
2311,0.0,5.0,2.0,61.0,0.0,3426.0,8000.0,23.0
2312,82.0,9.0,1.0,18.0,0.0,2460.0,2000.0,23.0
2313,50.0,14.0,0.0,24.0,1.0,1222.2,2982.4,23.0
2314,81.0,0.0,0.0,2.0,0.0,200.0,7500.0,23.0
2315,11.0,2.0,1.0,56.0,8.0,11444.64,11092.99,23.0
2316,32.0,6.0,1.0,99.0,0.0,8900.33,7500.0,23.0
2317,7.0,0.0,0.0,11.0,0.0,550.0,10000.0,23.0
2318,2.0,1.0,3.0,0.0,4.0,7007.8,6000.0,23.0
2319,69.0,7.0,0.0,4.0,2.0,91.27,905.11,23.0
2320,111.0,12.0,0.0,1.0,0.0,1.0,2000.0,23.0
2321,26.0,12.0,0.0,0.0,0.0,0.0,7000.0,23.0
2322,10.0,6.0,1.0,31.0,2.0,952.68,911.66,23.0
2323,63.0,9.0,0.0,4.0,0.0,110.0,5000.0,23.0
2324,93.0,2.0,0.0,6.0,0.0,1115.0,10000.0,23.0
2325,3.0,3.0,1.0,4616.0,0.0,352820.0,65000.0,23.0
2326,9.0,8.0,0.0,0.0,0.0,0.0,1333.0,23.0
2327,9.0,8.0,0.0,0.0,0.0,0.0,1500.0,23.0
2328,10.0,6.0,1.0,501.0,0.0,21625.0,2200.0,23.0
2329,87.0,0.0,0.0,0.0,1.0,0.0,1055.13,23.0
2330,3.0,3.0,2.0,502.0,9.0,48591.25,40799.67,23.0
2331,7.0,0.0,1.0,45.0,0.0,1074.0,1000.0,23.0
2332,46.0,0.0,0.0,4.0,1.0,109.69,6093.85,23.0
2333,1.0,0.0,1.0,167.0,0.0,10550.0,10000.0,23.0
2334,12.0,9.0,1.0,136.0,0.0,7022.02,7000.0,23.0
2335,32.0,6.0,0.0,4.0,0.0,76.0,1000.0,23.0
2336,3.0,3.0,1.0,393.0,0.0,19647.0,8000.0,23.0
2337,52.0,1.0,0.0,0.0,0.0,0.0,12000.0,23.0
2338,23.0,0.0,1.0,342.0,1.0,15041.34,13154.09,23.0
2339,3.0,3.0,1.0,1015.0,2.0,36014.65,6288.32,23.0
2340,1.0,0.0,1.0,103.0,1.0,10606.98,9863.51,23.0
2341,2.0,1.0,0.0,0.0,0.0,0.0,11900.0,23.0
2342,3.0,3.0,0.0,11.0,0.0,350.0,9000.0,23.0
2343,6.0,7.0,1.0,234.0,0.0,14100.99,12000.0,23.0
2344,77.0,14.0,1.0,148.0,0.0,8282.0,8000.0,23.0
2345,20.0,0.0,1.0,16.0,1.0,1576.08,1568.23,23.0
2346,30.0,3.0,0.0,5.0,9.0,36.76,6682.78,23.0
2347,22.0,11.0,1.0,237.0,0.0,8832.99,6500.0,23.0
2348,1.0,0.0,0.0,0.0,0.0,0.0,1597.0,23.0
2349,75.0,0.0,2.0,2.0,0.0,125.0,10240.0,23.0
2350,0.0,5.0,1.0,453.0,0.0,8665.0,2500.0,23.0
2351,63.0,9.0,1.0,79.0,0.0,5516.0,5500.0,23.0
2352,90.0,11.0,1.0,37.0,0.0,3458.0,2500.0,23.0
2353,13.0,1.0,1.0,29.0,0.0,1235.0,1200.0,23.0
2354,2.0,1.0,0.0,5.0,0.0,167.0,30001.0,23.0
2355,3.0,3.0,1.0,131.0,0.0,10365.0,9999.0,23.0
2356,1.0,0.0,1.0,92.0,0.0,11100.0,10000.0,23.0
2357,19.0,10.0,1.0,879.0,0.0,28824.77,7500.0,23.0
2358,48.0,6.0,1.0,137.0,0.0,5531.32,5500.0,23.0
2359,37.0,6.0,2.0,1.0,2.0,18.5,5749.59,23.0
2360,9.0,8.0,0.0,10.0,0.0,340.0,6999.0,23.0
2361,25.0,1.0,1.0,257.0,0.0,13338.0,13000.0,23.0
2362,9.0,8.0,0.0,39.0,1.0,4158.94,5254.18,23.0
2363,22.0,11.0,1.0,3378.0,0.0,219327.22,55000.0,23.0
2364,154.0,12.0,2.0,1.0,0.0,50.0,28893.0,23.0
2365,4.0,0.0,1.0,12.0,0.0,676.0,500.0,23.0
2366,78.0,4.0,1.0,139.0,0.0,5703.0,5000.0,23.0
2367,21.0,2.0,3.0,0.0,4.0,51.6,3583.05,23.0
2368,13.0,1.0,2.0,8.0,0.0,902.0,4444.0,23.0
2369,90.0,7.0,1.0,23.0,0.0,1000.0,750.0,23.0
2370,0.0,5.0,0.0,9.0,0.0,401.0,500.0,23.0
2371,3.0,3.0,2.0,1.0,0.0,16.0,600.0,23.0
2372,19.0,10.0,0.0,2.0,0.0,1025.0,4500.0,23.0
2373,21.0,2.0,2.0,4.0,11.0,270.73,4131.38,23.0
2374,31.0,6.0,1.0,536.0,0.0,20492.0,20000.0,23.0
2375,23.0,0.0,1.0,74.0,0.0,4086.01,4000.0,23.0
2376,41.0,11.0,1.0,31.0,0.0,302.0,50.0,23.0
2377,3.0,3.0,1.0,2183.0,0.0,67251.0,20000.0,23.0
2378,2.0,1.0,0.0,18.0,0.0,1525.0,14565.0,23.0
2379,24.0,4.0,0.0,1.0,0.0,5.0,20588.0,23.0
2380,20.0,0.0,1.0,21.0,16.0,1080.5,643.15,23.0
2381,44.0,3.0,2.0,319.0,0.0,18748.0,5000.0,23.0
2382,3.0,3.0,1.0,12.0,2.0,177.92,3.72,23.0
2383,4.0,0.0,2.0,0.0,0.0,0.0,250.0,23.0
2384,36.0,8.0,1.0,108.0,0.0,5511.0,4700.0,23.0
2385,3.0,3.0,1.0,190.0,1.0,4189.32,3244.52,23.0
2386,4.0,0.0,1.0,21.0,0.0,592.0,500.0,23.0
2387,8.0,2.0,1.0,226.0,0.0,5626.0,4800.0,23.0
2388,31.0,6.0,2.0,11.0,0.0,635.0,3500.0,23.0
2389,3.0,3.0,1.0,1318.0,0.0,94026.0,49000.0,23.0
2390,55.0,7.0,0.0,25.0,0.0,2165.0,18000.0,23.0
2391,4.0,0.0,1.0,7.0,0.0,300.0,300.0,23.0
2392,137.0,4.0,1.0,4.0,0.0,260.0,199.0,23.0
2393,13.0,1.0,0.0,1.0,0.0,50.0,4500.0,23.0
2394,27.0,1.0,0.0,0.0,0.0,0.0,50000.0,23.0
2395,7.0,0.0,1.0,17.0,1.0,711.71,531.98,23.0
2396,2.0,1.0,1.0,60.0,0.0,5875.0,5000.0,23.0
2397,4.0,0.0,2.0,17.0,0.0,2270.0,25000.0,23.0
2398,56.0,10.0,1.0,32.0,0.0,1516.0,500.0,23.0
2399,3.0,3.0,5.0,82.0,1.0,3569.63,3653.64,23.0
